MALICIOUS,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_AGE_DAYS,WHOIS_UPDATED_DAYS,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES
0,46,10,UTF-8,nginx,PA,PANAMA,4219,1260,0,0,0,0,0,0,0,0,0,0.0
0,46,9,ISO-8859-1,None,US,California,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,46,6,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
1,47,11,ISO-8859-1,Apache/2.2.31 (CentOS),PA,PANAMA,5429,1088,26,11,7,3213,34,32,16931,3821,34,8.0
0,47,9,ISO-8859-1,cloudflare-nginx,US,Texas,5955,1351,0,0,0,0,0,0,0,0,0,0.0
0,47,9,UTF-8,nginx,PA,PANAMA,4219,1260,0,0,0,0,0,0,0,0,0,0.0
0,47,9,ISO-8859-1,None,CA,ON,7091,895,0,0,0,0,0,0,0,0,0,0.0
0,47,8,utf-8,nginx/1.13.0,US,Washington,7581,899,0,0,0,0,0,0,0,0,0,0.0
0,47,9,us-ascii,Microsoft-HTTPAPI/2.0,US,UT,7334,1810,0,0,0,0,0,0,0,0,0,0.0
0,47,8,ISO-8859-1,Apache,PA,PANAMA,5895,1753,0,0,0,0,0,0,0,0,0,0.0
0,47,9,UTF-8,Server,US,WA,4493,1003,0,0,0,0,0,0,0,0,0,0.0
0,47,10,us-ascii,Microsoft-HTTPAPI/2.0,US,Nebraska,4420,766,0,0,0,0,0,0,0,0,0,0.0
0,47,11,UTF-8,cloudflare-nginx,US,AL,3089,946,0,0,0,0,0,0,0,0,0,0.0
0,47,9,ISO-8859-1,None,US,California,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,47,10,UTF-8,None,US,WA,6719,1109,32,28,3,4948,40,35,19634,5516,40,8.0
0,47,10,UTF-8,cloudflare-nginx,None,None,4300,1772,31,3,5,3590,35,39,35687,3886,35,4.0
0,47,9,UTF-8,Apache,None,None,6699,796,9,7,5,750,9,10,744,750,9,0.0
0,47,9,UTF-8,nginx,PH,ILOCOS NORTE R3,4377,1259,8,7,4,684,8,10,624,684,8,0.0
0,47,9,ISO-8859-1,LiteSpeed,US,GA,6098,1147,11,3,7,810,11,12,730,810,11,0.0
0,47,9,utf-8,gunicorn/19.7.1,US,California,8708,1282,13,7,2,2133,13,11,17914,2133,13,0.0
0,47,12,UTF-8,mw2228.codfw.wmnet,US,CA,6712,1266,29,20,8,4167,33,33,3181,4499,33,4.0
0,47,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,AU,None,4698,2219,7,7,3,618,7,10,624,618,7,0.0
0,47,9,UTF-8,Server,US,NV,9271,1857,17,7,10,1182,17,11,670,1182,17,0.0
0,47,11,UTF-8,nginx,PA,PANAMA,4219,1260,61,46,14,6679,69,68,59369,7271,69,8.0
0,47,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,AU,None,4698,2219,14,1,3,2133,20,18,3258,2609,20,6.0
0,47,10,UTF-8,nginx,None,None,6508,1503,34,0,5,4084,42,37,36205,4684,42,8.0
0,47,9,UTF-8,Apache/2.4,US,Pennsylvania,8402,1494,31,0,6,3312,35,38,36225,3612,35,4.0
0,47,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,CA,ON,6069,956,31,7,8,3007,35,29,23628,3335,35,4.0
0,47,11,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,None,None,5338,1574,4,2,4,296,6,9,778,442,6,2.0
0,47,9,utf-8,ATS,US,CA,5669,1972,55,45,5,6240,63,64,69305,6824,63,8.0
0,47,9,UTF-8,Apache,None,None,8055,1508,9,1,2,1180,13,15,1834,1484,13,4.0
0,47,10,UTF-8,Apache-Coyote/1.1,GB,London,8022,1481,23,2,4,2112,29,31,13191,2530,29,6.0
0,47,11,UTF-8,mw2241.codfw.wmnet,US,CA,6712,1266,24,19,2,3538,30,33,22895,3994,30,6.0
0,47,8,ISO-8859-1,None,US,CA,8098,913,55,47,6,7049,65,64,110342,7819,65,10.0
0,47,10,ISO-8859-1,Apache,AU,Queensland,4818,800,33,3,6,2457,35,36,68869,2617,35,2.0
0,47,8,iso-8859-1,Apache/1.3.33 (Unix) mod_ssl/2.8.24 OpenSSL/0.9.7e-p1 PHP/4.4.8,US,NY,7003,794,76,3,7,5283,78,100,268442,5451,78,2.0
0,47,8,UTF-8,nginx,CA,MB,6752,787,7,0,2,729,9,10,2045,871,9,2.0
0,47,9,ISO-8859-1,None,US,California,7124,2090,33,2,8,3759,39,27,11243,4193,39,6.0
0,47,9,utf-8,Apache,CA,ON,5740,951,0,0,0,0,0,0,0,0,0,0.0
0,47,9,ISO-8859-1,None,US,California,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,47,9,ISO-8859-1,nginx/1.11.3,US,CA,4567,1905,0,0,0,0,0,0,0,0,0,0.0
0,47,11,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
1,48,10,ISO-8859-1,lighttpd,FR,None,8497,885,17,5,10,1320,19,21,1967,1474,19,2.0
1,48,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,22,0,2,3448,28,24,9819,3912,28,6.0
1,48,11,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,24,0,2,4041,30,25,12420,4505,30,6.0
1,48,14,UTF-8,Apache,CZ,PRAHA,4708,697,48,0,1,3450,50,51,66124,3602,50,2.0
0,48,9,us-ascii,Microsoft-HTTPAPI/2.0,US,Arizona,4909,1022,0,0,0,0,0,0,0,0,0,0.0
0,48,10,utf-8,Apache,US,MO,8411,949,0,0,0,0,0,0,0,0,0,0.0
0,48,9,ISO-8859-1,cloudflare-nginx,US,Texas,5955,1351,0,0,0,0,0,0,0,0,0,0.0
0,48,11,UTF-8,mw2230.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,48,11,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,48,8,us-ascii,Microsoft-HTTPAPI/2.0,US,CO,7814,1069,0,0,0,0,0,0,0,0,0,0.0
0,48,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,US,GA,5504,1136,0,0,0,0,0,0,0,0,0,0.0
0,48,9,ISO-8859-1,None,US,CA,6318,848,33,27,2,6235,41,40,16697,6835,41,8.0
0,48,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,AU,None,4698,2219,0,0,0,0,0,0,0,0,0,0.0
0,48,11,iso-8859-1,Apache,None,None,6776,900,0,0,0,0,0,0,0,0,0,0.0
0,48,8,us-ascii,Microsoft-HTTPAPI/2.0,US,Florida,5587,1283,0,0,0,0,0,0,0,0,0,0.0
0,48,8,ISO-8859-1,AkamaiGHost,US,CA,7540,2427,7,7,3,618,7,10,624,618,7,0.0
0,48,9,ISO-8859-1,Apache/2.4.7 (Ubuntu),CZ,None,5161,962,10,3,3,1224,16,15,1814,1696,16,6.0
0,48,9,us-ascii,Microsoft-HTTPAPI/2.0,KR,None,6864,1088,7,7,3,618,7,9,562,618,7,0.0
0,48,9,UTF-8,mw2240.codfw.wmnet,US,CA,6712,1266,5,3,2,498,5,8,508,498,5,0.0
0,48,9,UTF-8,Microsoft-IIS/7.5,US,Colorado,4901,728,25,4,8,2313,29,29,9531,2621,29,4.0
0,48,9,iso-8859-1,Apache,US,Arizona,6184,1069,5,3,3,498,5,8,504,498,5,0.0
0,48,11,utf-8,nginx/1.8.1,US,NY,8991,1085,8,7,6,684,8,11,696,684,8,0.0
0,48,11,ISO-8859-1,None,US,CA,6318,848,44,31,4,6925,52,43,17604,7525,52,8.0
0,48,9,ISO-8859-1,None,None,None,7124,2090,24,2,5,3179,30,29,11372,3613,30,6.0
0,48,7,UTF-8,GSE,US,CA,6878,1066,47,10,6,4576,55,52,49426,5282,55,8.0
0,48,8,us-ascii,cloudflare-nginx,US,Arizona,7385,1451,26,12,10,3878,30,33,8839,4198,30,4.0
0,48,11,UTF-8,Apache/2.2.31 (Amazon),None,None,5877,1127,26,2,8,2873,34,37,5727,3453,34,8.0
0,48,10,UTF-8,Apache,US,CO,1804,1073,24,6,12,2634,28,26,4384,2932,28,4.0
0,48,9,utf-8,Apache,CA,ON,5740,951,113,0,3,7746,117,134,229040,8062,117,4.0
0,48,10,utf-8,nginx/1.10.2,HK,Central,1468,1134,0,0,0,0,0,0,0,0,0,0.0
0,48,8,us-ascii,Microsoft-HTTPAPI/2.0,IN,Maharashtra,7328,606,0,0,0,0,0,0,0,0,0,0.0
0,48,11,ISO-8859-1,cloudflare-nginx,US,MA,7588,1177,0,0,0,0,0,0,0,0,0,0.0
1,49,12,ISO-8859-1,PWS/8.2.0.7,KR,None,5755,968,17,1,6,1661,23,19,2944,2123,23,6.0
1,49,12,ISO-8859-1,nginx/1.2.1,UA,widestep@mail.ru,5383,1155,12,8,1,2037,16,16,6187,2355,16,4.0
1,49,13,utf-8,nxfps,KR,None,6300,1277,18,0,3,1643,22,25,14342,1935,22,4.0
1,49,12,UTF-8,nginx/1.12.0,US,VERMONT,3722,800,8,0,2,811,10,11,6062,961,10,2.0
1,49,13,UTF-8,Apache,CZ,PRAHA,4708,697,50,0,2,3571,52,55,66449,3723,52,2.0
0,49,7,us-ascii,cloudflare-nginx,US,Arizona,4985,1516,0,0,0,0,0,0,0,0,0,0.0
0,49,9,ISO-8859-1,Apache,US,New York,7024,1149,0,0,0,0,0,0,0,0,0,0.0
0,49,9,us-ascii,Microsoft-HTTPAPI/2.0,US,MI,8519,1061,0,0,0,0,0,0,0,0,0,0.0
0,49,10,UTF-8,Apache,CH,ZH,8136,1263,0,0,0,0,0,0,0,0,0,0.0
0,49,11,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
0,49,9,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,None,None,3203,1505,14,0,1,1205,16,18,16593,1383,16,2.0
0,49,9,ISO-8859-1,None,US,California,7124,2090,0,0,0,0,0,0,0,0,0,0.0
0,49,10,ISO-8859-1,LiteSpeed,US,IL,3537,1025,9,0,2,851,11,9,2135,1003,11,2.0
0,49,9,UTF-8,nginx,US,CA,5073,964,12,3,4,864,12,6,372,864,12,0.0
0,49,10,ISO-8859-1,Apache,AU,Queensland,4818,800,15,6,8,1122,15,11,702,1122,15,0.0
0,49,9,UTF-8,Apache-Coyote/1.1,US,ca,7322,1067,18,15,2,2736,18,13,4846,2736,18,0.0
0,49,9,utf-8,Apache,US,CA,8654,801,3,3,1,366,3,5,306,366,3,0.0
0,49,10,UTF-8,nginx/1.6.2,CN,hunansheng,5387,666,9,5,6,738,9,15,1064,738,9,0.0
0,49,7,ISO-8859-1,Apache,US,Pennsylvania,5965,1216,6,3,3,552,6,7,436,552,6,0.0
0,49,9,utf-8,ATS,US,CA,5669,1972,5,4,2,486,5,6,480,486,5,0.0
0,49,9,UTF-8,cloudflare-nginx,US,WA,6764,975,3,3,1,366,3,4,244,366,3,0.0
0,49,9,ISO-8859-1,Play,US,CA,6318,848,2,2,1,276,2,3,184,276,2,0.0
0,49,9,ISO-8859-1,Apache,US,MA,6563,574,5,4,3,474,5,8,490,474,5,0.0
0,49,11,UTF-8,mw2185.codfw.wmnet,US,CA,6712,1266,31,24,8,4739,37,37,18554,5195,37,6.0
0,49,9,ISO-8859-1,nginx,US,TX,7141,1140,19,6,9,1720,25,27,2880,2138,25,6.0
0,49,10,utf-8,Apache,US,MO,8411,949,14,1,3,1567,18,20,6818,1859,18,4.0
0,49,12,utf-8,ATS,US,CA,8899,1374,32,16,6,4464,40,39,39561,5064,40,8.0
0,49,9,utf-8,Apache,CA,ON,5740,951,8,0,5,516,8,2,124,516,8,0.0
0,49,10,utf-8,Apache/2.2.15 (Red Hat),US,NY,10536,1044,26,0,7,2270,30,24,10000,2562,30,4.0
0,49,10,UTF-8,Server,US,NV,9271,1857,51,46,3,5413,57,61,64860,5841,57,6.0
0,49,10,ISO-8859-1,nginx,US,Ohio,5416,821,43,11,15,5371,49,46,16215,5845,49,6.0
0,49,10,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,49,10,UTF-8,nginx,US,FL,5788,1134,0,0,0,0,0,0,0,0,0,0.0
0,49,9,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,49,10,iso-8859-1,Apache,US,UT,8781,952,21,7,2,2681,27,26,21979,3159,27,6.0
0,49,9,UTF-8,Apache/2.2.15 (CentOS),AU,NSW,5398,1119,0,0,0,0,0,0,0,0,0,0.0
1,50,13,UTF-8,Apache,CZ,PRAHA,4708,697,47,0,1,3386,51,53,66317,3696,51,4.0
1,50,11,ISO-8859-1,nginx/1.12.0,UA,NONE,5513,764,7,0,2,746,9,11,2189,904,9,2.0
0,50,12,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
0,50,9,utf-8,Apache,CA,ON,5740,951,0,0,0,0,0,0,0,0,0,0.0
0,50,10,ISO-8859-1,Apache,US,IL,4653,827,0,0,0,0,0,0,0,0,0,0.0
0,50,10,UTF-8,Apache,CA,Ontario,2869,1419,0,0,0,0,0,0,0,0,0,0.0
0,50,10,utf-8,ATS,US,CA,5669,1972,64,49,12,7487,74,84,75625,8219,74,10.0
0,50,9,utf-8,Server,US,CA,6105,1941,5,3,3,498,5,6,372,498,5,0.0
0,50,9,ISO-8859-1,Microsoft-IIS/7.5,US,FL,7421,1090,8,6,4,696,8,10,636,696,8,0.0
0,50,10,iso-8859-1,nginx,US,Wisconsin,4393,1891,13,8,2,2382,17,20,7775,2682,17,4.0
0,50,11,ISO-8859-1,None,US,CA,6318,848,33,27,5,5203,41,44,13097,5803,41,8.0
0,50,10,utf-8,nginx,US,NY,8451,864,80,3,5,8291,88,93,135375,8889,88,8.0
0,50,11,us-ascii,Microsoft-HTTPAPI/2.0,US,CA,8547,797,25,1,6,2829,29,28,23089,3131,29,4.0
0,50,12,ISO-8859-1,Apache/Not telling (Unix) AuthTDS/1.1,US,NY,8886,1875,17,0,5,1570,21,21,6049,1842,21,4.0
0,50,11,UTF-8,mw2255.codfw.wmnet,US,CA,6712,1266,34,25,9,3787,42,42,33677,4365,42,8.0
0,50,9,ISO-8859-1,None,None,None,4481,1194,22,4,12,1960,28,23,2807,2420,28,6.0
0,50,9,UTF-8,nginx,US,CA,9119,1542,7,0,2,995,11,12,1507,1287,11,4.0
0,50,9,utf-8,Microsoft-IIS/7.5,US,FL,5963,880,57,4,6,6820,59,61,79053,6966,59,2.0
0,50,14,iso-8859-1,None,US,CA,7577,790,20,2,5,1849,26,22,26589,2279,26,6.0
0,50,9,us-ascii,Microsoft-IIS/7.5,US,California,5726,1078,0,0,0,0,0,0,0,0,0,0.0
0,50,11,ISO-8859-1,Microsoft-IIS/7.5,US,WA,6834,1005,0,0,0,0,0,0,0,0,0,0.0
0,50,9,ISO-8859-1,nginx/1.10.3,US,UTAH,7295,3821,0,0,0,0,0,0,0,0,0,0.0
0,50,10,UTF-8,nginx,US,CA,5685,1686,0,0,0,0,0,0,0,0,0,0.0
0,50,10,UTF-8,Apache/2.2.15 (CentOS),US,IL,8187,943,0,0,0,0,0,0,0,0,0,0.0
0,50,10,us-ascii,Microsoft-HTTPAPI/2.0,US,FL,8660,907,0,0,0,0,0,0,0,0,0,0.0
0,50,9,us-ascii,Microsoft-HTTPAPI/2.0,US,NJ,7763,2355,0,0,0,0,0,0,0,0,0,0.0
1,51,14,UTF-8,Apache,CZ,PRAHA,4708,697,46,0,1,3321,48,49,66184,3473,48,2.0
1,51,14,ISO-8859-1,cloudflare-nginx,US,WA,7151,787,14,4,6,888,14,6,376,888,14,0.0
0,51,10,ISO-8859-1,DOSarrest,KY,GRAND CAYMAN,4443,1053,0,0,0,0,0,0,0,0,0,0.0
0,51,10,us-ascii,Microsoft-IIS/7.5,None,None,5726,1078,0,0,0,0,0,0,0,0,0,0.0
0,51,10,UTF-8,Apache/2.2.32,US,PA,5527,982,0,0,0,0,0,0,0,0,0,0.0
0,51,8,UTF-8,Apache/2.4.6 (CentOS),US,CA,8892,2210,0,0,0,0,0,0,0,0,0,0.0
0,51,10,ISO-8859-1,nginx,US,Utr,4512,889,0,0,0,0,0,0,0,0,0,0.0
0,51,9,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,51,10,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,CN,beijingshi,6906,795,7,1,2,769,9,10,1298,909,9,2.0
0,51,9,ISO-8859-1,None,US,California,7124,2090,17,8,6,1278,17,10,634,1278,17,0.0
0,51,12,ISO-8859-1,None,US,CA,6318,848,28,13,12,1872,28,19,1323,1872,28,0.0
0,51,8,ISO-8859-1,nginx,US,Washington,5251,1233,4,2,3,396,4,3,184,396,4,0.0
0,51,11,us-ascii,Microsoft-HTTPAPI/2.0,None,None,6672,665,22,6,8,1651,24,17,1388,1787,24,2.0
0,51,10,utf-8,cloudflare-nginx,US,CO,8280,977,39,3,8,3637,45,37,44294,4127,45,6.0
0,51,11,utf-8,nginx/1.4.6 (Ubuntu),US,CA,4210,1113,2,0,1,132,2,2,124,132,2,0.0
0,51,10,UTF-8,nginx,US,CA,5649,955,35,22,11,4677,41,33,14310,5093,41,6.0
0,51,11,UTF-8,None,US,WA,6719,1109,28,16,12,3227,32,31,12120,3507,32,4.0
0,51,9,utf-8,None,US,Arizona,6630,992,0,0,0,0,0,0,0,0,0,0.0
0,51,11,iso-8859-1,Apache,US,UT,8781,952,0,0,0,0,0,0,0,0,0,0.0
0,51,9,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,51,8,ISO-8859-1,Apache,US,VA,6108,1736,0,0,0,0,0,0,0,0,0,0.0
0,51,11,ISO-8859-1,Apache,US,Arizona,7045,607,0,0,0,0,0,0,0,0,0,0.0
1,52,14,UTF-8,Apache,CZ,PRAHA,4708,697,41,0,1,2992,43,44,65646,3144,43,2.0
1,52,14,None,Apache/2.4.6 (CentOS),CN,Bei Jing,5261,1056,14,1,8,1151,18,15,1211,1445,18,4.0
0,52,9,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,52,12,ISO-8859-1,nginx/1.10.3,US,VA,9961,1012,0,0,0,0,0,0,0,0,0,0.0
0,52,10,utf-8,nginx/0.8.35,US,CA,4976,990,0,0,0,0,0,0,0,0,0,0.0
0,52,10,UTF-8,Apache/2.2.15 (Red Hat),US,CA,8546,846,0,0,0,0,0,0,0,0,0,0.0
0,52,10,ISO-8859-1,nginx,US,Ohio,5416,821,0,0,0,0,0,0,0,0,0,0.0
0,52,11,UTF-8,mw2182.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,52,12,UTF-8,LiteSpeed,PA,PANAMA,5141,1264,0,0,0,0,0,0,0,0,0,0.0
0,52,10,UTF-8,Apache,US,CA,7717,777,0,0,0,0,0,0,0,0,0,0.0
0,52,10,ISO-8859-1,squid/3.3.8,US,CA,9245,729,0,0,0,0,0,0,0,0,0,0.0
0,52,12,UTF-8,None,US,CA,7577,790,0,0,0,0,0,0,0,0,0,0.0
0,52,11,UTF-8,Apache,CH,ZH,8136,1263,13,0,3,1428,17,11,1504,1712,17,4.0
0,52,10,ISO-8859-1,Apache/2.2.27 (CentOS),US,NY,8766,2020,4,3,2,432,4,6,376,432,4,0.0
0,52,9,ISO-8859-1,Microsoft-IIS/7.5,US,WA,6834,1005,6,3,3,564,6,7,442,564,6,0.0
0,52,10,UTF-8,Apache-Coyote/1.1,US,NJ,8883,1065,5,3,3,486,5,7,436,486,5,0.0
0,52,9,UTF-8,nginx/1.8.1,None,None,4151,760,22,8,7,1628,26,25,14894,1944,26,4.0
0,52,9,utf-8,Apache,CA,ON,5740,951,4,4,1,420,4,5,414,420,4,0.0
0,52,10,us-ascii,None,US,WA,7375,1050,4,3,2,420,4,7,424,420,4,0.0
0,52,11,UTF-8,Apache/2.4.7 (Ubuntu),None,None,7674,766,60,4,5,4466,62,63,95122,4602,62,2.0
0,52,9,UTF-8,cloudflare-nginx,CA,ON,7561,962,10,2,6,1197,14,17,1374,1503,14,4.0
0,52,10,utf-8,Apache,None,None,7635,987,10,1,4,1257,14,15,1919,1555,14,4.0
0,52,10,UTF-8,Server,US,NV,9271,1857,51,35,10,5314,57,62,51761,5742,57,6.0
0,52,8,utf-8,nginx/1.10.0,None,None,5864,1084,25,4,7,1682,29,30,25579,1986,29,4.0
0,52,11,None,Microsoft-IIS/8.5,US,NJ,8986,1236,19,0,4,1538,23,8,1121,1852,23,4.0
0,52,11,ISO-8859-1,Nginx (OpenBSD),HK,-,3294,1040,16,2,3,1364,18,23,16978,1502,18,2.0
0,52,10,us-ascii,None,US,WA,7375,1050,29,25,1,4765,37,34,17280,5381,37,8.0
0,52,10,ISO-8859-1,Apache,CA,Quebec,4247,1238,0,0,0,0,0,0,0,0,0,0.0
0,52,8,utf-8,nginx,AU,QLD,917,807,0,0,0,0,0,0,0,0,0,0.0
0,52,10,UTF-8,nginx,CA,Manitoba,6087,979,0,0,0,0,0,0,0,0,0,0.0
0,52,11,utf-8,ATS,US,CA,8899,1374,0,0,0,0,0,0,0,0,0,0.0
0,52,11,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
1,53,12,ISO-8859-1,nginx/1.12.0,US,ALABAMA,4289,636,8,0,1,1156,10,10,2638,1316,10,2.0
0,53,11,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,53,10,UTF-8,nginx,US,CO,7181,728,0,0,0,0,0,0,0,0,0,0.0
0,53,8,utf-8,None,US,PA,8728,1891,0,0,0,0,0,0,0,0,0,0.0
0,53,10,UTF-8,nginx/1.11.10,CA,Quebec,8045,1039,0,0,0,0,0,0,0,0,0,0.0
0,53,12,UTF-8,None,US,CA,7577,790,0,0,0,0,0,0,0,0,0,0.0
0,53,10,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,None,None,4625,1662,9,5,7,762,9,10,640,762,9,0.0
0,53,11,UTF-8,Apache/2.2.31 (Amazon),US,NH,5386,1241,26,8,11,1668,26,13,894,1668,26,0.0
0,53,10,UTF-8,nginx/1.11.10,CA,Quebec,8045,1039,7,6,2,798,7,8,492,798,7,0.0
0,53,9,UTF-8,Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.10,US,GA,5132,1500,12,3,3,960,12,16,1024,960,12,0.0
0,53,7,iso-8859-1,ATS/5.3.0,CA,ON,6213,763,12,6,7,1017,18,17,1563,1503,18,6.0
0,53,12,iso-8859-1,Apache,None,None,6600,1584,15,2,5,1944,21,21,2698,2416,21,6.0
0,53,12,ISO-8859-1,Apache,CA,ON,8540,912,15,4,3,2232,19,22,3283,2532,19,4.0
0,53,11,ISO-8859-1,cloudflare-nginx,None,None,4166,1505,16,3,8,1277,20,19,2663,1559,20,4.0
0,53,12,UTF-8,None,US,WA,6719,1109,0,0,0,0,0,0,0,0,0,0.0
0,53,9,UTF-8,nginx,US,CA,9119,1542,0,0,0,0,0,0,0,0,0,0.0
1,54,11,iso-8859-1,Apache,US,Arizona,5217,1192,5,0,2,582,9,9,1097,882,9,4.0
1,54,11,ISO-8859-1,Apache/2,US,CA,4913,1290,29,1,7,4558,31,37,26259,4724,31,2.0
0,54,11,ISO-8859-1,Microsoft-IIS/7.5,US,PA,8728,1891,0,0,0,0,0,0,0,0,0,0.0
0,54,9,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,US,MI,7502,2716,0,0,0,0,0,0,0,0,0,0.0
0,54,9,us-ascii,Microsoft-HTTPAPI/2.0,US,FL,6319,808,0,0,0,0,0,0,0,0,0,0.0
0,54,8,ISO-8859-1,Microsoft-IIS/7.5,US,WA,6834,1005,0,0,0,0,0,0,0,0,0,0.0
0,54,11,utf-8,ATS,US,CA,8899,1374,0,0,0,0,0,0,0,0,0,0.0
0,54,9,ISO-8859-1,Apache/2.2.32,CA,ON,7667,792,34,7,6,2881,38,33,39646,3219,38,4.0
0,54,12,UTF-8,nginx/1.10.3,US,VA,9961,1012,5,5,2,474,5,8,535,474,5,0.0
0,54,12,UTF-8,mw2104.codfw.wmnet,US,CA,6712,1266,11,7,2,1166,11,7,426,1166,11,0.0
0,54,10,UTF-8,Apache-Coyote/1.1,CN,Zhejiang,7351,2536,3,3,1,366,3,3,182,366,3,0.0
0,54,10,ISO-8859-1,cloudflare-nginx,US,CA,4992,1121,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0
0,54,9,ISO-8859-1,None,US,CA,8098,913,58,39,7,5998,64,48,43787,6438,64,6.0
0,54,10,utf-8,Server,US,CA,6105,1941,37,0,5,7178,43,41,20954,7644,43,6.0
0,54,10,ISO-8859-1,Apache,US,TX,6892,819,40,9,9,4562,44,44,49870,4884,44,4.0
0,54,9,UTF-8,Apache,US,WA,1434,1138,4,1,3,280,6,7,542,422,6,2.0
0,54,9,us-ascii,Microsoft-HTTPAPI/2.0,None,None,5214,830,34,2,5,5325,40,44,86136,5785,40,6.0
0,54,11,UTF-8,Apache,US,FL,8359,1375,20,11,6,3025,26,25,9200,3479,26,6.0
0,54,10,UTF-8,nginx/1.4.6 (Ubuntu),US,CA,8569,1082,12,7,1,2036,16,17,7035,2320,16,4.0
0,54,10,UTF-8,mw2230.codfw.wmnet,US,CA,6712,1266,43,38,5,5591,51,56,46553,6231,51,8.0
0,54,12,utf-8,None,US,FL,7659,1848,12,1,5,1404,16,17,1587,1700,16,4.0
0,54,11,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,AU,NSW,6818,1655,0,0,0,0,0,0,0,0,0,0.0
0,54,12,us-ascii,Microsoft-HTTPAPI/2.0,None,None,6799,865,0,0,0,0,0,0,0,0,0,0.0
0,54,11,iso-8859-1,cloudflare-nginx,US,MA,7588,1177,0,0,0,0,0,0,0,0,0,0.0
1,55,12,UTF-8,Apache,CZ,PRAHA,4708,697,52,0,1,3721,54,57,66445,3873,54,2.0
1,55,12,ISO-8859-1,Apache/2.2.31 (CentOS),PA,PANAMA,5429,1088,26,12,3,3229,34,32,16895,3837,34,8.0
0,55,10,ISO-8859-1,Apache,US,NY,5996,1730,0,0,0,0,0,0,0,0,0,0.0
0,55,9,UTF-8,Apache,US,CA,7873,1357,0,0,0,0,0,0,0,0,0,0.0
0,55,12,utf-8,Apache/2.4.7 (Ubuntu),US,Illinois,5737,987,0,0,0,0,0,0,0,0,0,0.0
