App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
PDF Reader – PDF Editor 2018,TOOLS,4.1,1648,36M,"500,000+",Free,0,Everyone,"July 31, 2018"
Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,18,5.7M,"1,000+",Free,0,Everyone,"July 22, 2017"
df-Vegetable,BUSINESS,,0,2.9M,5+,Free,0,Everyone,"June 11, 2018"
Aproveita DF,LIFESTYLE,,0,3.3M,1+,Free,0,Everyone,"August 2, 2018"
EVENTOS DF,EVENTS,,0,4.5M,10+,Free,0,Everyone,"December 1, 2017"
Rádio Sol Nascente DF,COMMUNICATION,,12,1.6M,500+,Free,0,Everyone,"July 28, 2016"
Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,,6,2.8M,100+,Paid,$0.99,Everyone,"March 26, 2018"
DG Coupon,SHOPPING,3.7,668,1.1M,"100,000+",Free,0,Everyone,"July 16, 2018"
Penny Finder,SHOPPING,4.2,470,4.1M,"10,000+",Paid,$2.99,Everyone,"July 17, 2018"
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,1.1M,"10,000+",Free,0,Everyone,"July 1, 2018"
DG Surveyor,BUSINESS,3.6,5,6.8M,50+,Paid,$8.99,Everyone,"April 30, 2018"
DG Smart life,TOOLS,2.1,14,28M,"1,000+",Free,0,Everyone,"September 7, 2017"
Krazy Coupon Lady,SHOPPING,4.7,10318,32M,"1,000,000+",Free,0,Everyone,"June 19, 2018"
DG UPnP Player Free,VIDEO_PLAYERS,3.2,39,12M,"10,000+",Free,0,Everyone,"March 18, 2016"
Penny Puss,TOOLS,3.0,19,22M,"1,000+",Paid,$4.99,Everyone,"July 9, 2016"
DG Mobile,GAME,4.3,59,1.4M,"1,000+",Free,0,Everyone,"April 8, 2017"
Go Go Coupons - Free Coupon and Discount,SHOPPING,3.0,4,1.2M,"1,000+",Free,0,Everyone,"July 1, 2018"
ZombieVital DG,FAMILY,4.3,10,20M,100+,Paid,$12.99,Everyone,"August 4, 2018"
DJ Electro Mix Pad,FAMILY,3.9,53301,7.6M,"10,000,000+",Free,0,Everyone,"June 16, 2017"
DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9M,500+,Free,0,Everyone,"October 20, 2015"
DG Video Editor,VIDEO_PLAYERS,4.0,486,2.5M,"10,000+",Free,0,Everyone,"September 6, 2016"
The DG Buddy,BUSINESS,3.7,3,11M,10+,Paid,$2.49,Everyone,"June 30, 2014"
Roland DG Mobile Panel,TOOLS,2.8,27,34M,"1,000+",Free,0,Everyone,"February 20, 2018"
Destroy Gunners Σ,GAME,4.4,10786,21M,"1,000,000+",Free,0,Everyone,"January 14, 2017"
DG-App,TOOLS,5.0,1,4.5M,500+,Free,0,Everyone,"November 29, 2017"
Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22M,"10,000+",Free,0,Everyone,"October 28, 2016"
DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,34k,"1,000+",Free,0,Everyone,"June 9, 2015"
DG Fitness,HEALTH_AND_FITNESS,4.8,6,14M,100+,Free,0,Everyone,"March 23, 2018"
Sharaf DG,SHOPPING,4.0,7006,12M,"500,000+",Free,0,Everyone,"May 12, 2018"
Coupon Mob - Discount Coupons,SHOPPING,3.0,2,1.3M,100+,Free,0,Everyone,"May 30, 2018"
DG Users,PRODUCTIVITY,4.5,8,3.1M,100+,Free,0,Everyone,"June 7, 2018"
DG Cars,TRAVEL_AND_LOCAL,2.6,122,11M,"10,000+",Free,0,Everyone,"June 8, 2018"
Free coupons and vouchers,FINANCE,5.0,4,5.9M,100+,Free,0,Everyone,"July 28, 2018"
DG Hair,LIFESTYLE,,0,3.0M,10+,Free,0,Everyone,"August 30, 2017"
DG Xplained,HEALTH_AND_FITNESS,,1,12M,100+,Free,0,Everyone,"May 2, 2018"
DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,1,1.1M,10+,Free,0,Everyone,"July 11, 2018"
Digoo·Cloud,TOOLS,4.1,543,26M,"10,000+",Free,0,Everyone,"June 5, 2018"
DG Monitor,BUSINESS,,1,4.5M,100+,Free,0,Everyone,"October 12, 2017"
DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,4.5,53,5.9M,"10,000+",Free,0,Teen,"June 19, 2018"
DG TV,NEWS_AND_MAGAZINES,5.0,3,5.7M,100+,Free,0,Everyone,"May 26, 2018"
DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,37M,"5,000,000+",Free,0,Teen,"August 1, 2018"
DEER HUNTER CLASSIC,GAME,4.4,3941129,77M,"50,000,000+",Free,0,Teen,"July 16, 2018"
DEER HUNTER RELOADED,GAME,4.3,314774,43M,"5,000,000+",Free,0,Teen,"September 16, 2013"
DH Pineapple Poker OFC,GAME,4.2,1878,20M,"100,000+",Free,0,Teen,"November 9, 2017"
DH UFO,FAMILY,3.0,4,8.0M,"1,000+",Free,0,Everyone,"June 8, 2017"
Galaxy Defense,FAMILY,4.1,78142,17M,"5,000,000+",Free,0,Everyone,"August 22, 2015"
Call of Mini™ Dino Hunter,GAME,4.2,326042,10M,"10,000,000+",Free,0,Teen,"June 6, 2014"
Castle Defense 2,FAMILY,4.2,35172,34M,"1,000,000+",Free,0,Teen,"January 20, 2017"
Dungeon Rush,FAMILY,4.0,28633,81M,"1,000,000+",Free,0,Everyone 10+,"December 23, 2016"
Treasure Defense,FAMILY,4.1,3527,35M,"100,000+",Free,0,Teen,"September 8, 2015"
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100M,"10,000+",Free,0,Everyone,"May 20, 2018"
The Lost Lands:DH Lite,FAMILY,4.3,1130,48M,"50,000+",Free,0,Teen,"April 3, 2015"
DH-UFO,FAMILY,5.0,1,59M,100+,Free,0,Everyone,"May 24, 2018"
Daddyhunt: Gay Dating,SOCIAL,3.9,6450,14M,"500,000+",Free,0,Mature 17+,"January 22, 2018"
DH Karaoke,FAMILY,,8,10M,"1,000+",Free,0,Everyone,"October 23, 2017"
Tiny Defense,FAMILY,4.1,29387,16M,"1,000,000+",Free,0,Everyone,"August 22, 2015"
Toys Defense: Horror Land,FAMILY,3.8,168,24M,"10,000+",Free,0,Everyone,"March 1, 2017"
D-H Pharmacy,LIFESTYLE,5.0,6,2.3M,"1,000+",Free,0,Everyone,"May 4, 2016"
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,"5,000,000+",Free,0,Everyone 10+,"April 11, 2011"
Kingdom in Chaos,FAMILY,4.3,5623,28M,"100,000+",Free,0,Everyone 10+,"December 21, 2015"
Desperate Housewives: The Game,FAMILY,4.2,10440,27M,"500,000+",Free,0,Teen,"August 6, 2018"
Dinosaur War,FAMILY,4.3,157997,27M,"10,000,000+",Free,0,Everyone,"August 4, 2016"
DH News,NEWS_AND_MAGAZINES,2.5,81,6.7M,"10,000+",Free,0,Mature 17+,"November 27, 2017"
Bike Unchained,SPORTS,4.3,83545,23M,"5,000,000+",Free,0,Everyone,"July 31, 2018"
DH Mariage,LIFESTYLE,,0,4.9M,50+,Free,0,Everyone,"September 12, 2017"
Bike 3D Configurator,SPORTS,4.3,34062,85M,"1,000,000+",Free,0,Everyone,"April 3, 2018"
Castle Defense : Invasion,FAMILY,4.2,1484,41M,"100,000+",Free,0,Everyone,"July 15, 2018"
Defender,GAME,4.6,152395,14M,"10,000,000+",Free,0,Everyone 10+,"July 22, 2016"
Avenger Legends,FAMILY,4.0,3715,94M,"100,000+",Free,0,Everyone,"July 13, 2017"
DrivingTest,FAMILY,2.9,975,45M,"100,000+",Free,0,Everyone,"February 27, 2017"
D. H. Lawrence Poems FREE,BOOKS_AND_REFERENCE,,13,942k,"1,000+",Free,0,Everyone,"November 22, 2013"
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26M,"10,000,000+",Free,0,Teen,"May 30, 2018"
Idle Heroes,FAMILY,4.7,417197,99M,"10,000,000+",Free,0,Everyone 10+,"May 30, 2018"
Wallpapers DH 4K,PERSONALIZATION,3.8,23,5.9M,"1,000+",Free,0,Everyone,"July 16, 2018"
DH-Security Camera,BUSINESS,,3,36M,100+,Free,0,Everyone,"August 1, 2017"
Deck Heroes: Legacy,GAME,4.7,466495,52M,"10,000,000+",Free,0,Teen,"July 16, 2018"
Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,0,Everyone,"February 2, 2017"
Pocket Heroes,FAMILY,4.5,96658,26M,"1,000,000+",Free,0,Everyone 10+,"September 5, 2015"
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35M,"10,000,000+",Free,0,Everyone,"July 31, 2018"
Phone Tracker : Family Locator,SOCIAL,4.3,231446,5.4M,"10,000,000+",Free,0,Everyone,"August 2, 2018"
Meme Generator Free,FAMILY,4.4,303394,53M,"10,000,000+",Free,0,Mature 17+,"August 3, 2018"
Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,4.0M,"500,000+",Free,0,Everyone,"July 7, 2018"
FIFA Soccer,SPORTS,4.2,3909032,51M,"100,000,000+",Free,0,Everyone,"July 31, 2018"
My Photo Keyboard,PHOTOGRAPHY,4.1,211620,20M,"10,000,000+",Free,0,Everyone,"March 29, 2018"
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39M,"100,000+",Free,0,Teen,"July 7, 2018"
Story Saver for Instagram,PHOTOGRAPHY,4.5,41331,5.0M,"5,000,000+",Free,0,Everyone,"July 31, 2018"
Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,5.7M,"500,000+",Paid,$2.99,Everyone,"June 11, 2018"
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552635,29M,"10,000,000+",Free,0,Everyone,"August 1, 2018"
Cooking in the Kitchen,FAMILY,4.1,217736,87M,"10,000,000+",Free,0,Everyone,"August 2, 2018"
Automatic Call Recorder,TOOLS,4.3,1648515,7.1M,"100,000,000+",Free,0,Everyone,"August 2, 2018"
Fancy Pants Adventures,GAME,4.7,55952,61M,"1,000,000+",Free,0,Everyone 10+,"July 13, 2017"
Shopee: No.1 Belanja Online,SHOPPING,4.2,609186,30M,"10,000,000+",Free,0,Everyone,"July 23, 2018"
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52M,"50,000,000+",Free,0,Everyone 10+,"June 11, 2018"
Robbery Bob,GAME,4.5,617732,44M,"10,000,000+",Free,0,Everyone 10+,"July 29, 2018"
Video Downloader - for Instagram Repost App,VIDEO_PLAYERS,4.8,332623,4.6M,"10,000,000+",Free,0,Everyone,"July 27, 2018"
Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,0,Everyone 10+,"June 8, 2018"
"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,696665,91M,"10,000,000+",Free,0,Everyone,"July 5, 2018"
Euro Truck Driver (Simulator),FAMILY,4.4,860078,30M,"10,000,000+",Free,0,Everyone,"February 15, 2018"
DJ Mix Effects Simulator,FAMILY,4.1,5997,20M,"1,000,000+",Free,0,Everyone,"January 26, 2018"
3D DJ – Music Mixer with Virtual DJ,FAMILY,4.3,796,28M,"100,000+",Free,0,Everyone,"July 3, 2018"
Virtual DJ Mixer,TOOLS,4.2,2013,16M,"100,000+",Free,0,Everyone,"May 18, 2017"
Mix Virtual DJ 2018,TOOLS,4.2,2925,16M,"100,000+",Free,0,Everyone,"November 23, 2017"
Resources For Virtual DJ,FAMILY,3.6,21095,7.9M,"1,000,000+",Free,0,Everyone,"December 16, 2016"
DK 15 Minute Language Course,FAMILY,2.8,21,57M,"1,000+",Free,0,Everyone,"April 6, 2018"
DK Readers,FAMILY,3.9,30,16M,"1,000+",Free,0,Everyone,"July 2, 2014"
Eyewitness Travel Phrase Book,FAMILY,3.8,10,25M,"1,000+",Free,0,Everyone,"July 28, 2017"
DK Quiz,GAME,4.4,1628,34M,"50,000+",Free,0,Everyone,"April 10, 2014"
DK Virtual Reality,FAMILY,3.7,42,29M,"1,000+",Free,0,Everyone,"March 13, 2018"
Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,68,87M,"5,000+",Free,0,Everyone,"May 2, 2018"
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38M,"10,000+",Free,0,Everyone,"July 17, 2018"
English for Everyone,FAMILY,3.2,429,18M,"10,000+",Free,0,Everyone,"July 6, 2018"
DK Live - Sports Play by Play,SPORTS,3.9,255,19M,"100,000+",Free,0,Everyone,"May 22, 2018"
DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,70M,"1,000+",Free,0,Everyone,"April 6, 2018"
DK Pittsburgh Sports,SPORTS,4.1,556,3.3M,"10,000+",Free,0,Everyone,"July 26, 2018"
LineStar For DK,SPORTS,4.3,1387,14M,"50,000+",Free,0,Everyone,"June 6, 2018"
Visuelles Wörterbuch Audio-App,FAMILY,3.1,192,66M,"10,000+",Free,0,Everyone,"July 7, 2017"
Fodbold DK Pro,SPORTS,4.6,315,4.3M,"1,000+",Paid,$2.99,Everyone,"June 6, 2018"
10 Minutes a Day Times Tables,FAMILY,4.1,681,48M,"100,000+",Free,0,Everyone,"July 3, 2014"
dk Verk,BUSINESS,4.4,9,31M,500+,Free,0,Everyone,"March 14, 2018"
e-Boks.dk,PRODUCTIVITY,3.2,6752,3.3M,"1,000,000+",Free,0,Everyone,"March 21, 2018"
Account Class-11 Solutions (D K Goel),FAMILY,4.5,663,25M,"50,000+",Free,0,Everyone,"February 9, 2018"
Dating.dk,SOCIAL,3.7,2111,11M,"100,000+",Free,0,Mature 17+,"August 6, 2018"
S-Home DK,LIFESTYLE,,4,17M,"1,000+",Free,0,Everyone,"October 18, 2017"
DK Primrose for KLWP,PERSONALIZATION,,0,16M,1+,Paid,$0.99,Everyone,"December 2, 2017"
DK Online,FAMILY,,21,3.5M,100+,Free,0,Everyone,"May 18, 2018"
Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,708,33M,"50,000+",Free,0,Everyone,"February 12, 2018"
Salah Widget (DK+Malmo),LIFESTYLE,4.5,532,6.4M,"10,000+",Free,0,Everyone,"June 28, 2015"
PK and DK Audio App,FAMILY,5.0,2,3.9M,100+,Free,0,Everyone,"October 25, 2017"
dk,FAMILY,4.8,5,1.5M,10+,Free,0,Everyone,"September 18, 2017"
HDWallpaper DK,PERSONALIZATION,,0,6.6M,10+,Free,0,Teen,"October 5, 2017"
Account Class-12 Solutions (D K Goel) Vol-2,FAMILY,4.6,124,23M,"10,000+",Free,0,Everyone,"April 17, 2018"
DK Browser,COMMUNICATION,4.0,1,2.4M,10+,Free,0,Everyone,"April 25, 2017"
Discovery K!ds Play!,FAMILY,4.1,19388,35M,"1,000,000+",Free,0,Everyone,"May 3, 2018"
cluster.dk,COMMUNICATION,,49,1.1M,"1,000+",Free,0,Everyone,"June 25, 2013"
Transport DK,MAPS_AND_NAVIGATION,4.1,204,11M,"10,000+",Free,0,Everyone,"May 29, 2017"
DK Childcare Centers,LIFESTYLE,,0,13M,500+,Free,0,Everyone,"April 2, 2018"
Gokarting.dk,FAMILY,,13,34M,"1,000+",Free,0,Everyone,"March 25, 2018"
DK Murali,SOCIAL,4.8,65,7.1M,500+,Free,0,Teen,"February 25, 2017"
DK TEL Dialer,COMMUNICATION,,0,4.2M,50+,Free,0,Everyone,"November 26, 2017"
DK Studio Barbershop,BEAUTY,,8,17M,100+,Free,0,Everyone,"March 20, 2018"
Dr. D.K. Olukoya Sermons,LIFESTYLE,,1,3.0M,100+,Free,0,Everyone,"September 26, 2017"
GirlTalk.dk,SOCIAL,4.3,3,5.3M,100+,Free,0,Teen,"September 22, 2017"
NY mobilbank DK - Danske Bank,FINANCE,2.8,851,30M,"100,000+",Free,0,Everyone,"June 26, 2018"
Dr D K Olukoya,LIFESTYLE,,0,3.3M,1+,Free,0,Teen,"July 25, 2018"
DK Hair Design,LIFESTYLE,,0,2.5M,10+,Free,0,Everyone,"May 15, 2017"
Advanced Download Manager Pro,TOOLS,4.7,6505,2.0M,"50,000+",Paid,$2.99,Everyone,"November 3, 2017"
GetThemAll Any File Downloader,TOOLS,4.2,91186,6.3M,"5,000,000+",Free,0,Everyone,"May 22, 2018"
Download All Files,TOOLS,3.8,120494,2.3M,"10,000,000+",Free,0,Everyone,"June 13, 2018"
Download Manager Pro FREE,PRODUCTIVITY,3.8,637,7.2M,"100,000+",Free,0,Everyone,"October 31, 2017"
Download Manager,TOOLS,3.8,79132,2.2M,"10,000,000+",Free,0,Everyone,"January 3, 2018"
Download Video Free,FAMILY,4.0,39682,6.2M,"1,000,000+",Free,0,Everyone,"April 3, 2018"
Fast Download Manager,TOOLS,4.0,18478,1.7M,"1,000,000+",Free,0,Everyone,"August 4, 2018"
DL Hughley,FAMILY,4.6,12,10M,"1,000+",Free,0,Mature 17+,"March 23, 2018"
Turbo Download Manager (and Browser),TOOLS,4.0,32879,3.2M,"5,000,000+",Free,0,Everyone,"August 4, 2018"
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,30M,"10,000+",Free,0,Everyone,"May 2, 2018"
The DL Hughley Show,FAMILY,4.3,23,11M,"5,000+",Free,0,Everyone,"May 29, 2018"
Download Blazer,TOOLS,3.9,34612,2.4M,"5,000,000+",Free,0,Everyone,"June 12, 2018"
DL Image Manager,PRODUCTIVITY,5.0,2,1.7M,10+,Paid,$0.99,Everyone,"July 29, 2018"
Download Manager For Android Free,TOOLS,4.0,593,3.3M,"100,000+",Free,0,Everyone,"April 12, 2018"
FrostWire: Torrent Downloader & Music Player,VIDEO_PLAYERS,4.1,253207,13M,"10,000,000+",Free,0,Everyone,"August 2, 2018"
Turbo Downloader,TOOLS,3.9,23348,3.2M,"5,000,000+",Free,0,Everyone,"July 4, 2018"
Trimble DL,PRODUCTIVITY,4.2,133,7.9M,"10,000+",Free,0,Everyone,"January 12, 2018"
Insave-Download for Instagram,PHOTOGRAPHY,4.3,46242,5.2M,"1,000,000+",Free,0,Everyone,"September 20, 2016"
+Download 4 Instagram Twitter,SOCIAL,4.5,40467,22M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
Advanced Download Manager Holo,TOOLS,4.4,16192,1.6M,"1,000,000+",Free,0,Everyone,"July 13, 2016"
G-Download Manager,TOOLS,4.1,802,9.4M,"50,000+",Free,0,Everyone,"May 24, 2018"
Video Downloader,VIDEO_PLAYERS,4.2,58981,5.4M,"10,000,000+",Free,0,Everyone,"August 3, 2018"
DL Calculator,SPORTS,4.5,177,1.1M,"10,000+",Free,0,Everyone,"September 17, 2015"
Inst Download - Video & Photo,VIDEO_PLAYERS,4.6,148715,3.3M,"10,000,000+",Free,0,Everyone,"December 20, 2017"
Vuze Torrent Downloader,VIDEO_PLAYERS,4.1,24565,5.5M,"1,000,000+",Free,0,Everyone,"March 4, 2016"
IDM Internet Download Manager,PRODUCTIVITY,3.9,1322,4.2M,"100,000+",Free,0,Everyone,"October 25, 2016"
TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10M,"1,000,000+",Free,0,Everyone,"April 3, 2018"
Download Manager - File & Video,TOOLS,3.9,8780,5.0M,"1,000,000+",Free,0,Everyone,"June 13, 2018"
AndStream - Streaming Download,VIDEO_PLAYERS,4.3,38607,2.9M,"1,000,000+",Free,0,Everyone,"March 19, 2017"
DM Me - Chat,SOCIAL,2.9,90,30M,"10,000+",Free,0,Mature 17+,"July 9, 2018"
DM Screen,BOOKS_AND_REFERENCE,4.4,283,5.4M,"10,000+",Free,0,Everyone 10+,"January 12, 2018"
DM for IG 😘 - Image & Video Saver for Instagram,SOCIAL,3.7,55,3.7M,"5,000+",Free,0,Teen,"March 3, 2018"
DM for WhatsApp,COMMUNICATION,4.4,25,2.9M,"5,000+",Free,0,Everyone,"June 3, 2018"
Fifth Edition DM Tools,FAMILY,4.1,942,3.0M,"100,000+",Free,0,Everyone,"January 19, 2017"
DM Talk New,COMMUNICATION,,3,4.2M,"5,000+",Free,0,Everyone,"February 7, 2018"
DM airdisk,TOOLS,2.8,11,11M,"1,000+",Free,0,Everyone,"August 5, 2016"
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,3.0M,"1,000+",Free,0,Everyone,"January 17, 2018"
Auto DM for Twitter 🔥,SOCIAL,3.4,44,6.3M,"1,000+",Free,0,Teen,"May 21, 2018"
DM HiDisk,TOOLS,2.8,54,20M,"5,000+",Free,0,Everyone,"June 7, 2018"
DM EVOLUTION,GAME,2.5,450,97M,"10,000+",Free,0,Everyone,"July 23, 2018"
Daily DM,PERSONALIZATION,4.7,51,259k,"1,000+",Free,0,Everyone,"October 4, 2013"
Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9M,"1,000+",Paid,$1.99,Everyone,"February 22, 2017"
DM - The Offical Messaging App,COMMUNICATION,,0,11M,10+,Free,0,Teen,"December 20, 2017"
DM airdisk Pro,TOOLS,3.2,11,36M,"1,000+",Free,0,Everyone,"September 20, 2017"
Convert Coordinates DM to DMS,MAPS_AND_NAVIGATION,4.3,15,164k,"5,000+",Free,0,Everyone,"February 3, 2013"
DM security - Dragon Mobile,TOOLS,3.9,27,3.0M,"1,000+",Free,0,Everyone,"April 26, 2017"
DM 24/7,TOOLS,3.6,7,16M,"1,000+",Free,0,Everyone,"August 1, 2018"
DM Storage (for twitter),SOCIAL,3.2,6,458k,100+,Free,0,Everyone,"November 26, 2014"
DM Transfers Dalaman Transfers,TRAVEL_AND_LOCAL,,51,245k,"10,000+",Free,0,Everyone,"February 22, 2014"
DM Tracker,COMMUNICATION,3.5,11,5.2M,"1,000+",Free,0,Everyone,"July 26, 2018"
DM Tuning,SPORTS,3.3,64,5.7M,"5,000+",Free,0,Everyone,"April 4, 2018"
DM Die Roller 9000,TOOLS,,0,3.3M,5+,Paid,$0.99,Everyone,"May 14, 2018"
DM Magazine,NEWS_AND_MAGAZINES,,0,27M,10+,Free,0,Everyone,"May 11, 2018"
DM הפקות,PHOTOGRAPHY,,2,10M,100+,Free,0,Everyone,"October 14, 2017"
DM TrackMan,MAPS_AND_NAVIGATION,,10,7.8M,100+,Free,0,Everyone,"June 26, 2018"
Aster DM Healthcare,MEDICAL,2.4,32,8.5M,"5,000+",Free,0,Everyone,"November 21, 2017"
Fake Chat (Direct Message),SOCIAL,4.4,5985,5.9M,"500,000+",Free,0,Everyone,"July 6, 2017"
Interactive NPC DM Tool,FAMILY,2.8,5,629k,50+,Paid,$0.99,Everyone,"January 31, 2015"
DM Buddy » Learn Digital Marketing,FAMILY,5.0,3,1.7M,500+,Free,0,Everyone,"July 11, 2017"
DM Accounting and Payroll,FINANCE,,0,92M,100+,Free,0,Everyone,"September 27, 2017"
Basketball Dynasty Manager 16,SPORTS,4.4,426,21M,"5,000+",Paid,$1.99,Everyone,"June 1, 2016"
DM Collection,SHOPPING,,3,1.2M,100+,Free,0,Everyone,"June 25, 2015"
DM AirDisk HDD,TOOLS,,4,33M,100+,Free,0,Everyone,"July 28, 2018"
DM AirDisk NAS,TOOLS,,0,35M,50+,Free,0,Everyone,"July 31, 2018"
Otto DM,SOCIAL,,0,2.4M,10+,Free,0,Teen,"March 7, 2018"
DM Adventure,GAME,,0,11M,10+,Free,0,Everyone,"June 18, 2018"
Ramdor DM Mobile,BUSINESS,,1,23M,100+,Free,0,Everyone,"June 13, 2018"
Disciple Maker’s (DM) Lab,FAMILY,5.0,3,4.0M,100+,Free,0,Everyone,"August 1, 2018"
DN,NEWS_AND_MAGAZINES,3.3,78,17M,"10,000+",Free,0,Everyone,"July 2, 2018"
DN eAvis,NEWS_AND_MAGAZINES,2.9,61,4.1M,"10,000+",Free,0,Everyone,"February 1, 2017"
DN Sync,NEWS_AND_MAGAZINES,4.1,56,28k,"1,000+",Free,0,Everyone 10+,"June 13, 2016"
DN Reader,NEWS_AND_MAGAZINES,4.6,18,1.8M,100+,Free,0,Everyone,"March 13, 2014"
DN Managed Mobility App,BUSINESS,,0,3.4M,50+,Free,0,Everyone,"July 13, 2018"
e-DN - den digitala tidningen från Dagens Nyheter,NEWS_AND_MAGAZINES,2.2,160,32M,"50,000+",Free,0,Everyone 10+,"May 24, 2018"
MultiPicture Live Wallpaper dn,PERSONALIZATION,4.3,505,288k,"10,000+",Paid,$1.99,Everyone,"February 10, 2013"
DN Blog,SOCIAL,5.0,20,4.2M,10+,Free,0,Teen,"July 23, 2018"
Dagens Nyheter,NEWS_AND_MAGAZINES,2.5,2055,17M,"100,000+",Free,0,Everyone,"July 4, 2018"
DN Events,PRODUCTIVITY,,4,18M,500+,Free,0,Teen,"June 7, 2018"
DN.VR,NEWS_AND_MAGAZINES,3.0,29,37M,"5,000+",Free,0,Everyone 10+,"May 23, 2018"
DN - Diário de Notícias,NEWS_AND_MAGAZINES,3.7,794,15M,"100,000+",Free,0,Everyone,"July 26, 2018"
DN Employee,FAMILY,5.0,1,3.8M,10+,Free,0,Everyone,"June 25, 2018"
DN Advanced Service Coder,BUSINESS,,0,21M,10+,Free,0,Everyone,"June 1, 2018"
DN Premium Hookah Lounge,BUSINESS,,1,4.2M,50+,Free,0,Everyone,"October 21, 2015"
PlayMotiv dn edition,BUSINESS,,0,28M,500+,Free,0,Everyone,"April 8, 2018"
Cossack Dictionary (DN),BOOKS_AND_REFERENCE,,7,2.3M,10+,Paid,$2.99,Teen,"April 28, 2018"
DN Calculators,FINANCE,5.0,12,775k,100+,Free,0,Everyone,"September 5, 2013"
DN Diamonds,BUSINESS,,4,10M,100+,Free,0,Everyone,"July 31, 2018"
DN Prasad,FINANCE,,0,5.9M,100+,Free,0,Everyone,"April 30, 2018"
Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33M,"5,000+",Paid,$4.49,Everyone,"December 3, 2017"
DN Driver,FAMILY,,0,7.5M,5+,Free,0,Everyone,"June 9, 2018"
D.N. College Meerut,FAMILY,,0,19M,10+,Free,0,Everyone,"March 26, 2018"
DN Radio FM,NEWS_AND_MAGAZINES,,0,3.8M,10+,Free,0,Teen,"July 15, 2016"
Sverige Tidningar,NEWS_AND_MAGAZINES,4.1,905,4.0M,"50,000+",Free,0,Everyone,"July 30, 2018"
Dragon Nest M,FAMILY,4.6,11872,62M,"100,000+",Free,0,Teen,"July 17, 2018"
DN Snacks,BUSINESS,,0,7.6M,1+,Free,0,Everyone,"April 9, 2018"
Guardian Hunter: SuperBrawlRPG,FAMILY,4.5,364013,27M,"1,000,000+",Free,0,Everyone 10+,"August 6, 2018"
Sweden Newspapers,NEWS_AND_MAGAZINES,,0,2.1M,0+,Free,0,Everyone,"July 7, 2018"
ES Remote,FAMILY,3.3,707,15M,"100,000+",Free,0,Everyone,"November 20, 2014"
MC.Fitting,PRODUCTIVITY,,130,3.4M,"1,000+",Paid,$8.49,Everyone,"May 3, 2017"
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30M,"500,000+",Free,0,Everyone 10+,"April 20, 2018"
Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,18M,"50,000+",Paid,$2.49,Everyone,"January 31, 2018"
CritDice - Dice Roller,FAMILY,4.7,2910,5.3M,"50,000+",Free,0,Everyone,"October 30, 2016"
Cursive Writing Wizard - Handwriting,FAMILY,4.0,3745,31M,"1,000,000+",Free,0,Everyone,"December 3, 2017"
Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50M,"50,000+",Free,0,Teen,"June 5, 2018"
WFVS 2018 | WhatApp Full Video Status & Downloader,PRODUCTIVITY,4.3,596,22M,"50,000+",Free,0,Everyone,"July 4, 2018"
Maher EL Mouaikly - Offline,FAMILY,4.6,166,2.6M,"10,000+",Free,0,Everyone,"May 24, 2017"
Darkness Rises,FAMILY,4.7,456474,86M,"5,000,000+",Free,0,Teen,"July 24, 2018"
